All_isequal,A_df1,A_df2,A_isequal,B_df1,B_df2,B_isequal,C_df1,C_df2,C_isequal,D_df1,D_df2,D_isequal,E_df1,E_df2,E_isequal
False,112.0,,False,186.0,,False,957.0,,False,snqkmqrzga,,False,weosbzwpxt,,False
True,41.0,41.0,True,177.0,177.0,True,632.0,632.0,True,ouradkbgcn,ouradkbgcn,True,lmecjgmczy,lmecjgmczy,True
True,602.0,602.0,True,310.0,310.0,True,901.0,901.0,True,ouradkbgcn,ouradkbgcn,True,lmecjgmczy,lmecjgmczy,True
True,947.0,947.0,True,587.0,587.0,True,147.0,147.0,True,mtyjsvebda,mtyjsvebda,True,lmecjgmczy,lmecjgmczy,True
True,749.0,749.0,True,233.0,233.0,True,897.0,897.0,True,wqcffrrpco,wqcffrrpco,True,iuzemasxup,iuzemasxup,True
True,754.0,754.0,True,36.0,36.0,True,535.0,535.0,True,nymmmbobgk,nymmmbobgk,True,zdtjamjnql,zdtjamjnql,True
False,270.0,271.0,False,722.0,723.0,False,182.0,183.0,False,lblbzlxdgm,snqkmqrzga,False,lmecjgmczy,lmecjgmczy,True
True,243.0,243.0,True,392.0,392.0,True,466.0,466.0,True,owxhsmekyp,owxhsmekyp,True,iuzemasxup,iuzemasxup,True
True,650.0,650.0,True,550.0,550.0,True,21.0,21.0,True,ouradkbgcn,ouradkbgcn,True,iuzemasxup,iuzemasxup,True
True,672.0,672.0,True,514.0,514.0,True,961.0,961.0,True,fbvofigesg,fbvofigesg,True,zdtjamjnql,zdtjamjnql,True
False,794.0,795.0,False,559.0,560.0,False,846.0,847.0,False,tlymfpehaj,lblbzlxdgm,False,lmecjgmczy,weosbzwpxt,False
True,114.0,114.0,True,222.0,222.0,True,48.0,48.0,True,fbvofigesg,fbvofigesg,True,weosbzwpxt,weosbzwpxt,True
True,330.0,330.0,True,818.0,818.0,True,691.0,691.0,True,owxhsmekyp,owxhsmekyp,True,iuzemasxup,iuzemasxup,True
False,768.0,,False,341.0,,False,182.0,,False,ouradkbgcn,,False,zdtjamjnql,,False
True,267.0,267.0,True,792.0,792.0,True,60.0,60.0,True,xcpzyeuplr,xcpzyeuplr,True,ascbzxjlhl,ascbzxjlhl,True
True,401.0,401.0,True,83.0,83.0,True,23.0,23.0,True,snqkmqrzga,snqkmqrzga,True,iuzemasxup,iuzemasxup,True
False,412.0,,False,292.0,,False,229.0,,False,nymmmbobgk,,False,iuzemasxup,,False
True,435.0,435.0,True,814.0,814.0,True,739.0,739.0,True,nymmmbobgk,nymmmbobgk,True,iuzemasxup,iuzemasxup,True
False,559.0,,False,134.0,,False,66.0,,False,lblbzlxdgm,,False,iuzemasxup,,False
False,827.0,,False,141.0,,False,3.0,,False,xcpzyeuplr,,False,lmecjgmczy,,False
True,61.0,61.0,True,641.0,641.0,True,581.0,581.0,True,nymmmbobgk,nymmmbobgk,True,iuzemasxup,iuzemasxup,True
True,21.0,21.0,True,38.0,38.0,True,890.0,890.0,True,tlymfpehaj,tlymfpehaj,True,lmecjgmczy,lmecjgmczy,True
True,821.0,821.0,True,433.0,433.0,True,685.0,685.0,True,mtyjsvebda,mtyjsvebda,True,iuzemasxup,iuzemasxup,True
True,320.0,320.0,True,818.0,818.0,True,848.0,848.0,True,snqkmqrzga,snqkmqrzga,True,weosbzwpxt,weosbzwpxt,True
True,939.0,939.0,True,818.0,818.0,True,19.0,19.0,True,mtyjsvebda,mtyjsvebda,True,lmecjgmczy,lmecjgmczy,True
False,166.0,167.0,False,600.0,601.0,False,38.0,39.0,False,snqkmqrzga,nymmmbobgk,False,lmecjgmczy,zdtjamjnql,False
True,986.0,986.0,True,329.0,329.0,True,907.0,907.0,True,xcpzyeuplr,xcpzyeuplr,True,weosbzwpxt,weosbzwpxt,True
False,187.0,188.0,False,812.0,813.0,False,387.0,388.0,False,mtyjsvebda,nymmmbobgk,False,iuzemasxup,weosbzwpxt,False
True,103.0,103.0,True,727.0,727.0,True,297.0,297.0,True,owxhsmekyp,owxhsmekyp,True,zdtjamjnql,zdtjamjnql,True
True,257.0,257.0,True,947.0,947.0,True,874.0,874.0,True,fbvofigesg,fbvofigesg,True,iuzemasxup,iuzemasxup,True
True,804.0,804.0,True,650.0,650.0,True,693.0,693.0,True,owxhsmekyp,owxhsmekyp,True,lmecjgmczy,lmecjgmczy,True
True,605.0,605.0,True,884.0,884.0,True,695.0,695.0,True,wqcffrrpco,wqcffrrpco,True,ascbzxjlhl,ascbzxjlhl,True
True,332.0,332.0,True,925.0,925.0,True,26.0,26.0,True,tlymfpehaj,tlymfpehaj,True,weosbzwpxt,weosbzwpxt,True
True,975.0,975.0,True,492.0,492.0,True,92.0,92.0,True,nymmmbobgk,nymmmbobgk,True,ascbzxjlhl,ascbzxjlhl,True
True,755.0,755.0,True,967.0,967.0,True,732.0,732.0,True,xcpzyeuplr,xcpzyeuplr,True,iuzemasxup,iuzemasxup,True
True,936.0,936.0,True,360.0,360.0,True,38.0,38.0,True,owxhsmekyp,owxhsmekyp,True,ascbzxjlhl,ascbzxjlhl,True
True,278.0,278.0,True,46.0,46.0,True,454.0,454.0,True,owxhsmekyp,owxhsmekyp,True,weosbzwpxt,weosbzwpxt,True
True,89.0,89.0,True,640.0,640.0,True,852.0,852.0,True,snqkmqrzga,snqkmqrzga,True,ascbzxjlhl,ascbzxjlhl,True
True,643.0,643.0,True,281.0,281.0,True,255.0,255.0,True,snqkmqrzga,snqkmqrzga,True,lmecjgmczy,lmecjgmczy,True
True,860.0,860.0,True,713.0,713.0,True,81.0,81.0,True,ouradkbgcn,ouradkbgcn,True,ascbzxjlhl,ascbzxjlhl,True
True,747.0,747.0,True,247.0,247.0,True,149.0,149.0,True,tlymfpehaj,tlymfpehaj,True,iuzemasxup,iuzemasxup,True
True,607.0,607.0,True,416.0,416.0,True,928.0,928.0,True,fbvofigesg,fbvofigesg,True,zdtjamjnql,zdtjamjnql,True
True,612.0,612.0,True,975.0,975.0,True,734.0,734.0,True,nymmmbobgk,nymmmbobgk,True,weosbzwpxt,weosbzwpxt,True
False,882.0,,False,346.0,,False,601.0,,False,lblbzlxdgm,,False,zdtjamjnql,,False
True,65.0,65.0,True,621.0,621.0,True,435.0,435.0,True,xcpzyeuplr,xcpzyeuplr,True,lmecjgmczy,lmecjgmczy,True
True,344.0,344.0,True,311.0,311.0,True,372.0,372.0,True,owxhsmekyp,owxhsmekyp,True,lmecjgmczy,lmecjgmczy,True
True,158.0,158.0,True,333.0,333.0,True,967.0,967.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
True,42.0,42.0,True,196.0,196.0,True,436.0,436.0,True,snqkmqrzga,snqkmqrzga,True,iuzemasxup,iuzemasxup,True
True,300.0,300.0,True,807.0,807.0,True,870.0,870.0,True,snqkmqrzga,snqkmqrzga,True,ascbzxjlhl,ascbzxjlhl,True
True,339.0,339.0,True,881.0,881.0,True,59.0,59.0,True,lblbzlxdgm,lblbzlxdgm,True,lmecjgmczy,lmecjgmczy,True
True,241.0,241.0,True,329.0,329.0,True,61.0,61.0,True,xcpzyeuplr,xcpzyeuplr,True,lmecjgmczy,lmecjgmczy,True
True,499.0,499.0,True,811.0,811.0,True,474.0,474.0,True,owxhsmekyp,owxhsmekyp,True,ascbzxjlhl,ascbzxjlhl,True
True,468.0,468.0,True,804.0,804.0,True,359.0,359.0,True,mtyjsvebda,mtyjsvebda,True,lmecjgmczy,lmecjgmczy,True
True,435.0,435.0,True,280.0,280.0,True,230.0,230.0,True,nymmmbobgk,nymmmbobgk,True,weosbzwpxt,weosbzwpxt,True
True,662.0,662.0,True,239.0,239.0,True,189.0,189.0,True,fbvofigesg,fbvofigesg,True,weosbzwpxt,weosbzwpxt,True
True,455.0,455.0,True,665.0,665.0,True,434.0,434.0,True,nymmmbobgk,nymmmbobgk,True,ascbzxjlhl,ascbzxjlhl,True
True,514.0,514.0,True,413.0,413.0,True,933.0,933.0,True,ouradkbgcn,ouradkbgcn,True,iuzemasxup,iuzemasxup,True
True,380.0,380.0,True,179.0,179.0,True,960.0,960.0,True,mtyjsvebda,mtyjsvebda,True,zdtjamjnql,zdtjamjnql,True
True,409.0,409.0,True,483.0,483.0,True,242.0,242.0,True,tlymfpehaj,tlymfpehaj,True,zdtjamjnql,zdtjamjnql,True
True,625.0,625.0,True,90.0,90.0,True,223.0,223.0,True,snqkmqrzga,snqkmqrzga,True,weosbzwpxt,weosbzwpxt,True
True,399.0,399.0,True,65.0,65.0,True,314.0,314.0,True,snqkmqrzga,snqkmqrzga,True,iuzemasxup,iuzemasxup,True
False,815.0,,False,481.0,,False,46.0,,False,owxhsmekyp,,False,iuzemasxup,,False
True,157.0,157.0,True,484.0,484.0,True,706.0,706.0,True,tlymfpehaj,tlymfpehaj,True,lmecjgmczy,lmecjgmczy,True
False,368.0,,False,264.0,,False,999.0,,False,xcpzyeuplr,,False,iuzemasxup,,False
True,650.0,650.0,True,475.0,475.0,True,760.0,760.0,True,mtyjsvebda,mtyjsvebda,True,iuzemasxup,iuzemasxup,True
True,320.0,320.0,True,103.0,103.0,True,59.0,59.0,True,owxhsmekyp,owxhsmekyp,True,iuzemasxup,iuzemasxup,True
True,398.0,398.0,True,369.0,369.0,True,932.0,932.0,True,owxhsmekyp,owxhsmekyp,True,lmecjgmczy,lmecjgmczy,True
True,662.0,662.0,True,222.0,222.0,True,323.0,323.0,True,ouradkbgcn,ouradkbgcn,True,weosbzwpxt,weosbzwpxt,True
True,136.0,136.0,True,451.0,451.0,True,612.0,612.0,True,lblbzlxdgm,lblbzlxdgm,True,zdtjamjnql,zdtjamjnql,True
False,316.0,317.0,False,559.0,560.0,False,699.0,700.0,False,mtyjsvebda,owxhsmekyp,False,weosbzwpxt,zdtjamjnql,False
False,213.0,,False,515.0,,False,4.0,,False,nymmmbobgk,,False,ascbzxjlhl,,False
True,438.0,438.0,True,600.0,600.0,True,789.0,789.0,True,snqkmqrzga,snqkmqrzga,True,weosbzwpxt,weosbzwpxt,True
True,915.0,915.0,True,924.0,924.0,True,217.0,217.0,True,owxhsmekyp,owxhsmekyp,True,zdtjamjnql,zdtjamjnql,True
False,719.0,,False,837.0,,False,835.0,,False,ouradkbgcn,,False,zdtjamjnql,,False
False,363.0,,False,220.0,,False,257.0,,False,mtyjsvebda,,False,ascbzxjlhl,,False
False,564.0,,False,551.0,,False,91.0,,False,lblbzlxdgm,,False,weosbzwpxt,,False
False,924.0,,False,267.0,,False,745.0,,False,lblbzlxdgm,,False,iuzemasxup,,False
False,585.0,586.0,False,948.0,949.0,False,632.0,633.0,False,ouradkbgcn,owxhsmekyp,False,weosbzwpxt,zdtjamjnql,False
True,58.0,58.0,True,663.0,663.0,True,852.0,852.0,True,tlymfpehaj,tlymfpehaj,True,zdtjamjnql,zdtjamjnql,True
True,686.0,686.0,True,980.0,980.0,True,373.0,373.0,True,owxhsmekyp,owxhsmekyp,True,weosbzwpxt,weosbzwpxt,True
True,949.0,949.0,True,915.0,915.0,True,651.0,651.0,True,tlymfpehaj,tlymfpehaj,True,ascbzxjlhl,ascbzxjlhl,True
True,334.0,334.0,True,589.0,589.0,True,237.0,237.0,True,fbvofigesg,fbvofigesg,True,ascbzxjlhl,ascbzxjlhl,True
True,562.0,562.0,True,687.0,687.0,True,478.0,478.0,True,lblbzlxdgm,lblbzlxdgm,True,iuzemasxup,iuzemasxup,True
True,873.0,873.0,True,618.0,618.0,True,518.0,518.0,True,fbvofigesg,fbvofigesg,True,iuzemasxup,iuzemasxup,True
True,696.0,696.0,True,404.0,404.0,True,407.0,407.0,True,wqcffrrpco,wqcffrrpco,True,lmecjgmczy,lmecjgmczy,True
True,393.0,393.0,True,699.0,699.0,True,396.0,396.0,True,xcpzyeuplr,xcpzyeuplr,True,lmecjgmczy,lmecjgmczy,True
True,189.0,189.0,True,307.0,307.0,True,413.0,413.0,True,snqkmqrzga,snqkmqrzga,True,zdtjamjnql,zdtjamjnql,True
True,882.0,882.0,True,997.0,997.0,True,560.0,560.0,True,ouradkbgcn,ouradkbgcn,True,iuzemasxup,iuzemasxup,True
True,323.0,323.0,True,755.0,755.0,True,460.0,460.0,True,ouradkbgcn,ouradkbgcn,True,zdtjamjnql,zdtjamjnql,True
True,212.0,212.0,True,552.0,552.0,True,419.0,419.0,True,ouradkbgcn,ouradkbgcn,True,weosbzwpxt,weosbzwpxt,True
True,865.0,865.0,True,690.0,690.0,True,189.0,189.0,True,nymmmbobgk,nymmmbobgk,True,ascbzxjlhl,ascbzxjlhl,True
True,223.0,223.0,True,522.0,522.0,True,801.0,801.0,True,owxhsmekyp,owxhsmekyp,True,zdtjamjnql,zdtjamjnql,True
True,618.0,618.0,True,869.0,869.0,True,980.0,980.0,True,owxhsmekyp,owxhsmekyp,True,ascbzxjlhl,ascbzxjlhl,True
True,82.0,82.0,True,213.0,213.0,True,50.0,50.0,True,ouradkbgcn,ouradkbgcn,True,zdtjamjnql,zdtjamjnql,True
True,630.0,630.0,True,291.0,291.0,True,828.0,828.0,True,snqkmqrzga,snqkmqrzga,True,weosbzwpxt,weosbzwpxt,True
True,725.0,725.0,True,673.0,673.0,True,703.0,703.0,True,mtyjsvebda,mtyjsvebda,True,weosbzwpxt,weosbzwpxt,True
False,297.0,298.0,False,9.0,10.0,False,318.0,319.0,False,lblbzlxdgm,lblbzlxdgm,True,ascbzxjlhl,lmecjgmczy,False
True,940.0,940.0,True,111.0,111.0,True,430.0,430.0,True,owxhsmekyp,owxhsmekyp,True,zdtjamjnql,zdtjamjnql,True
True,353.0,353.0,True,71.0,71.0,True,52.0,52.0,True,snqkmqrzga,snqkmqrzga,True,iuzemasxup,iuzemasxup,True
True,285.0,285.0,True,274.0,274.0,True,723.0,723.0,True,mtyjsvebda,mtyjsvebda,True,lmecjgmczy,lmecjgmczy,True
True,372.0,372.0,True,323.0,323.0,True,704.0,704.0,True,tlymfpehaj,tlymfpehaj,True,lmecjgmczy,lmecjgmczy,True
True,284.0,284.0,True,24.0,24.0,True,129.0,129.0,True,xcpzyeuplr,xcpzyeuplr,True,iuzemasxup,iuzemasxup,True
True,551.0,551.0,True,495.0,495.0,True,40.0,40.0,True,owxhsmekyp,owxhsmekyp,True,weosbzwpxt,weosbzwpxt,True
True,136.0,136.0,True,676.0,676.0,True,203.0,203.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
True,670.0,670.0,True,29.0,29.0,True,314.0,314.0,True,tlymfpehaj,tlymfpehaj,True,ascbzxjlhl,ascbzxjlhl,True
False,485.0,486.0,False,490.0,491.0,False,133.0,134.0,False,snqkmqrzga,wqcffrrpco,False,ascbzxjlhl,ascbzxjlhl,True
False,489.0,,False,996.0,,False,527.0,,False,mtyjsvebda,,False,lmecjgmczy,,False
True,112.0,112.0,True,454.0,454.0,True,256.0,256.0,True,fbvofigesg,fbvofigesg,True,lmecjgmczy,lmecjgmczy,True
True,931.0,931.0,True,627.0,627.0,True,557.0,557.0,True,ouradkbgcn,ouradkbgcn,True,ascbzxjlhl,ascbzxjlhl,True
True,218.0,218.0,True,620.0,620.0,True,856.0,856.0,True,snqkmqrzga,snqkmqrzga,True,ascbzxjlhl,ascbzxjlhl,True
True,357.0,357.0,True,869.0,869.0,True,392.0,392.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
False,734.0,735.0,False,580.0,581.0,False,941.0,942.0,False,nymmmbobgk,nymmmbobgk,True,lmecjgmczy,iuzemasxup,False
True,251.0,251.0,True,286.0,286.0,True,834.0,834.0,True,snqkmqrzga,snqkmqrzga,True,ascbzxjlhl,ascbzxjlhl,True
True,17.0,17.0,True,728.0,728.0,True,299.0,299.0,True,nymmmbobgk,nymmmbobgk,True,iuzemasxup,iuzemasxup,True
True,183.0,183.0,True,300.0,300.0,True,766.0,766.0,True,owxhsmekyp,owxhsmekyp,True,lmecjgmczy,lmecjgmczy,True
True,103.0,103.0,True,205.0,205.0,True,867.0,867.0,True,fbvofigesg,fbvofigesg,True,lmecjgmczy,lmecjgmczy,True
True,688.0,688.0,True,829.0,829.0,True,454.0,454.0,True,mtyjsvebda,mtyjsvebda,True,iuzemasxup,iuzemasxup,True
True,267.0,267.0,True,593.0,593.0,True,512.0,512.0,True,nymmmbobgk,nymmmbobgk,True,zdtjamjnql,zdtjamjnql,True
False,430.0,,False,597.0,,False,762.0,,False,nymmmbobgk,,False,iuzemasxup,,False
False,711.0,,False,280.0,,False,342.0,,False,nymmmbobgk,,False,ascbzxjlhl,,False
True,182.0,182.0,True,41.0,41.0,True,283.0,283.0,True,tlymfpehaj,tlymfpehaj,True,zdtjamjnql,zdtjamjnql,True
True,161.0,161.0,True,418.0,418.0,True,64.0,64.0,True,tlymfpehaj,tlymfpehaj,True,lmecjgmczy,lmecjgmczy,True
True,83.0,83.0,True,431.0,431.0,True,980.0,980.0,True,nymmmbobgk,nymmmbobgk,True,weosbzwpxt,weosbzwpxt,True
False,801.0,,False,997.0,,False,326.0,,False,snqkmqrzga,,False,iuzemasxup,,False
False,512.0,513.0,False,431.0,432.0,False,733.0,734.0,False,snqkmqrzga,wqcffrrpco,False,iuzemasxup,ascbzxjlhl,False
False,393.0,394.0,False,450.0,451.0,False,400.0,401.0,False,ouradkbgcn,xcpzyeuplr,False,ascbzxjlhl,weosbzwpxt,False
True,961.0,961.0,True,761.0,761.0,True,456.0,456.0,True,wqcffrrpco,wqcffrrpco,True,iuzemasxup,iuzemasxup,True
True,335.0,335.0,True,512.0,512.0,True,19.0,19.0,True,ouradkbgcn,ouradkbgcn,True,zdtjamjnql,zdtjamjnql,True
True,625.0,625.0,True,65.0,65.0,True,403.0,403.0,True,xcpzyeuplr,xcpzyeuplr,True,iuzemasxup,iuzemasxup,True
True,702.0,702.0,True,269.0,269.0,True,975.0,975.0,True,wqcffrrpco,wqcffrrpco,True,zdtjamjnql,zdtjamjnql,True
True,101.0,101.0,True,426.0,426.0,True,184.0,184.0,True,nymmmbobgk,nymmmbobgk,True,lmecjgmczy,lmecjgmczy,True
True,372.0,372.0,True,736.0,736.0,True,923.0,923.0,True,lblbzlxdgm,lblbzlxdgm,True,lmecjgmczy,lmecjgmczy,True
False,738.0,,False,429.0,,False,919.0,,False,xcpzyeuplr,,False,lmecjgmczy,,False
True,1.0,1.0,True,71.0,71.0,True,350.0,350.0,True,ouradkbgcn,ouradkbgcn,True,iuzemasxup,iuzemasxup,True
False,161.0,162.0,False,774.0,775.0,False,384.0,385.0,False,nymmmbobgk,owxhsmekyp,False,ascbzxjlhl,lmecjgmczy,False
False,498.0,499.0,False,557.0,558.0,False,191.0,192.0,False,nymmmbobgk,tlymfpehaj,False,iuzemasxup,zdtjamjnql,False
True,250.0,250.0,True,517.0,517.0,True,728.0,728.0,True,tlymfpehaj,tlymfpehaj,True,weosbzwpxt,weosbzwpxt,True
True,101.0,101.0,True,199.0,199.0,True,302.0,302.0,True,wqcffrrpco,wqcffrrpco,True,weosbzwpxt,weosbzwpxt,True
True,834.0,834.0,True,468.0,468.0,True,733.0,733.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
False,112.0,,False,889.0,,False,199.0,,False,lblbzlxdgm,,False,iuzemasxup,,False
False,851.0,852.0,False,965.0,966.0,False,20.0,21.0,False,owxhsmekyp,tlymfpehaj,False,zdtjamjnql,ascbzxjlhl,False
True,948.0,948.0,True,380.0,380.0,True,121.0,121.0,True,mtyjsvebda,mtyjsvebda,True,iuzemasxup,iuzemasxup,True
False,706.0,707.0,False,638.0,639.0,False,666.0,667.0,False,snqkmqrzga,owxhsmekyp,False,ascbzxjlhl,ascbzxjlhl,True
True,359.0,359.0,True,223.0,223.0,True,552.0,552.0,True,nymmmbobgk,nymmmbobgk,True,zdtjamjnql,zdtjamjnql,True
True,690.0,690.0,True,796.0,796.0,True,145.0,145.0,True,ouradkbgcn,ouradkbgcn,True,weosbzwpxt,weosbzwpxt,True
True,171.0,171.0,True,32.0,32.0,True,315.0,315.0,True,owxhsmekyp,owxhsmekyp,True,zdtjamjnql,zdtjamjnql,True
True,884.0,884.0,True,44.0,44.0,True,242.0,242.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
True,310.0,310.0,True,909.0,909.0,True,562.0,562.0,True,tlymfpehaj,tlymfpehaj,True,iuzemasxup,iuzemasxup,True
False,858.0,,False,161.0,,False,455.0,,False,fbvofigesg,,False,iuzemasxup,,False
True,1.0,1.0,True,452.0,452.0,True,986.0,986.0,True,lblbzlxdgm,lblbzlxdgm,True,ascbzxjlhl,ascbzxjlhl,True
True,376.0,376.0,True,502.0,502.0,True,516.0,516.0,True,mtyjsvebda,mtyjsvebda,True,weosbzwpxt,weosbzwpxt,True
True,865.0,865.0,True,669.0,669.0,True,132.0,132.0,True,owxhsmekyp,owxhsmekyp,True,zdtjamjnql,zdtjamjnql,True
True,41.0,41.0,True,775.0,775.0,True,572.0,572.0,True,nymmmbobgk,nymmmbobgk,True,lmecjgmczy,lmecjgmczy,True
True,251.0,251.0,True,439.0,439.0,True,487.0,487.0,True,mtyjsvebda,mtyjsvebda,True,ascbzxjlhl,ascbzxjlhl,True
True,770.0,770.0,True,427.0,427.0,True,712.0,712.0,True,ouradkbgcn,ouradkbgcn,True,lmecjgmczy,lmecjgmczy,True
True,842.0,842.0,True,719.0,719.0,True,139.0,139.0,True,lblbzlxdgm,lblbzlxdgm,True,zdtjamjnql,zdtjamjnql,True
True,859.0,859.0,True,185.0,185.0,True,593.0,593.0,True,mtyjsvebda,mtyjsvebda,True,ascbzxjlhl,ascbzxjlhl,True
True,445.0,445.0,True,71.0,71.0,True,945.0,945.0,True,lblbzlxdgm,lblbzlxdgm,True,zdtjamjnql,zdtjamjnql,True
True,172.0,172.0,True,684.0,684.0,True,592.0,592.0,True,snqkmqrzga,snqkmqrzga,True,zdtjamjnql,zdtjamjnql,True
True,571.0,571.0,True,749.0,749.0,True,191.0,191.0,True,ouradkbgcn,ouradkbgcn,True,ascbzxjlhl,ascbzxjlhl,True
True,24.0,24.0,True,961.0,961.0,True,320.0,320.0,True,tlymfpehaj,tlymfpehaj,True,zdtjamjnql,zdtjamjnql,True
True,833.0,833.0,True,2.0,2.0,True,724.0,724.0,True,lblbzlxdgm,lblbzlxdgm,True,weosbzwpxt,weosbzwpxt,True
True,752.0,752.0,True,35.0,35.0,True,110.0,110.0,True,lblbzlxdgm,lblbzlxdgm,True,zdtjamjnql,zdtjamjnql,True
True,904.0,904.0,True,223.0,223.0,True,275.0,275.0,True,tlymfpehaj,tlymfpehaj,True,lmecjgmczy,lmecjgmczy,True
True,15.0,15.0,True,45.0,45.0,True,866.0,866.0,True,nymmmbobgk,nymmmbobgk,True,ascbzxjlhl,ascbzxjlhl,True
True,162.0,162.0,True,431.0,431.0,True,666.0,666.0,True,fbvofigesg,fbvofigesg,True,iuzemasxup,iuzemasxup,True
True,146.0,146.0,True,418.0,418.0,True,795.0,795.0,True,nymmmbobgk,nymmmbobgk,True,ascbzxjlhl,ascbzxjlhl,True
True,795.0,795.0,True,622.0,622.0,True,164.0,164.0,True,lblbzlxdgm,lblbzlxdgm,True,iuzemasxup,iuzemasxup,True
False,154.0,155.0,False,223.0,224.0,False,638.0,639.0,False,fbvofigesg,mtyjsvebda,False,iuzemasxup,lmecjgmczy,False
True,890.0,890.0,True,911.0,911.0,True,433.0,433.0,True,fbvofigesg,fbvofigesg,True,weosbzwpxt,weosbzwpxt,True
True,743.0,743.0,True,702.0,702.0,True,989.0,989.0,True,lblbzlxdgm,lblbzlxdgm,True,zdtjamjnql,zdtjamjnql,True
True,847.0,847.0,True,736.0,736.0,True,774.0,774.0,True,lblbzlxdgm,lblbzlxdgm,True,zdtjamjnql,zdtjamjnql,True
True,957.0,957.0,True,882.0,882.0,True,829.0,829.0,True,nymmmbobgk,nymmmbobgk,True,lmecjgmczy,lmecjgmczy,True
True,767.0,767.0,True,763.0,763.0,True,768.0,768.0,True,snqkmqrzga,snqkmqrzga,True,lmecjgmczy,lmecjgmczy,True
True,257.0,257.0,True,302.0,302.0,True,608.0,608.0,True,xcpzyeuplr,xcpzyeuplr,True,weosbzwpxt,weosbzwpxt,True
True,994.0,994.0,True,71.0,71.0,True,868.0,868.0,True,fbvofigesg,fbvofigesg,True,weosbzwpxt,weosbzwpxt,True
False,126.0,,False,977.0,,False,866.0,,False,owxhsmekyp,,False,weosbzwpxt,,False
True,246.0,246.0,True,392.0,392.0,True,499.0,499.0,True,snqkmqrzga,snqkmqrzga,True,iuzemasxup,iuzemasxup,True
True,454.0,454.0,True,602.0,602.0,True,20.0,20.0,True,fbvofigesg,fbvofigesg,True,iuzemasxup,iuzemasxup,True
True,992.0,992.0,True,328.0,328.0,True,118.0,118.0,True,ouradkbgcn,ouradkbgcn,True,iuzemasxup,iuzemasxup,True
True,269.0,269.0,True,470.0,470.0,True,244.0,244.0,True,nymmmbobgk,nymmmbobgk,True,weosbzwpxt,weosbzwpxt,True
False,221.0,222.0,False,826.0,827.0,False,231.0,232.0,False,fbvofigesg,owxhsmekyp,False,ascbzxjlhl,zdtjamjnql,False
True,625.0,625.0,True,827.0,827.0,True,72.0,72.0,True,owxhsmekyp,owxhsmekyp,True,ascbzxjlhl,ascbzxjlhl,True
False,481.0,482.0,False,256.0,257.0,False,471.0,472.0,False,ouradkbgcn,snqkmqrzga,False,iuzemasxup,lmecjgmczy,False
True,512.0,512.0,True,325.0,325.0,True,468.0,468.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
True,536.0,536.0,True,774.0,774.0,True,737.0,737.0,True,xcpzyeuplr,xcpzyeuplr,True,iuzemasxup,iuzemasxup,True
True,942.0,942.0,True,467.0,467.0,True,89.0,89.0,True,owxhsmekyp,owxhsmekyp,True,iuzemasxup,iuzemasxup,True
True,197.0,197.0,True,220.0,220.0,True,987.0,987.0,True,wqcffrrpco,wqcffrrpco,True,ascbzxjlhl,ascbzxjlhl,True
True,80.0,80.0,True,189.0,189.0,True,660.0,660.0,True,wqcffrrpco,wqcffrrpco,True,zdtjamjnql,zdtjamjnql,True
True,123.0,123.0,True,760.0,760.0,True,812.0,812.0,True,mtyjsvebda,mtyjsvebda,True,iuzemasxup,iuzemasxup,True
True,934.0,934.0,True,304.0,304.0,True,838.0,838.0,True,nymmmbobgk,nymmmbobgk,True,zdtjamjnql,zdtjamjnql,True
True,493.0,493.0,True,620.0,620.0,True,427.0,427.0,True,xcpzyeuplr,xcpzyeuplr,True,lmecjgmczy,lmecjgmczy,True
False,846.0,847.0,False,777.0,778.0,False,132.0,133.0,False,xcpzyeuplr,mtyjsvebda,False,lmecjgmczy,lmecjgmczy,True
True,90.0,90.0,True,284.0,284.0,True,607.0,607.0,True,wqcffrrpco,wqcffrrpco,True,ascbzxjlhl,ascbzxjlhl,True
True,790.0,790.0,True,508.0,508.0,True,907.0,907.0,True,mtyjsvebda,mtyjsvebda,True,iuzemasxup,iuzemasxup,True
True,814.0,814.0,True,750.0,750.0,True,172.0,172.0,True,lblbzlxdgm,lblbzlxdgm,True,iuzemasxup,iuzemasxup,True
True,98.0,98.0,True,756.0,756.0,True,69.0,69.0,True,fbvofigesg,fbvofigesg,True,ascbzxjlhl,ascbzxjlhl,True
True,532.0,532.0,True,15.0,15.0,True,486.0,486.0,True,fbvofigesg,fbvofigesg,True,iuzemasxup,iuzemasxup,True
True,57.0,57.0,True,834.0,834.0,True,466.0,466.0,True,owxhsmekyp,owxhsmekyp,True,lmecjgmczy,lmecjgmczy,True
False,170.0,171.0,False,914.0,915.0,False,822.0,823.0,False,xcpzyeuplr,snqkmqrzga,False,iuzemasxup,weosbzwpxt,False
